chapterid;course;year;part;title;
1;algnat;2009;0;Vloeistoffen;
2;algnat;2009;0;Trillingen;
3;algnat;2009;0;Golfbeweging;
4;algnat;2009;0;Geluid;
5;algnat;2009;0;Warmte, warmtetransport en warmtevergelijking;
6;algnat;2009;0;Lading en elektrisch veld;
7;algnat;2009;0;Elektrische potentiaal;
8;algnat;2009;0;Elektrische stroom;
9;algnat;2009;0;Magnetisme;
10;algnat;2009;0;Elektromagnetische inductie en wet van Faraday;
11;algnat;2009;0;Elektromagnetische Golven;
12;algnat;2009;0;Licht: geometrische optica;
13;algnat;2009;0;Fysische optica;
0;wiskanal;2009;0;Preliminaries;
2;wiskanal;2009;0;2. Differentiation;
1;wiskanal;2009;0;1. Limits and Continuity;
3;wiskanal;2009;0;3. Transcendental Functions;
4;wiskanal;2009;0;4. More Applications of Differentiation;
5;wiskanal;2009;0;5. Integration;
6;wiskanal;2009;0;6. Techniques of Integration;
7;wiskanal;2009;0;7. Applications of Integration;
8;wiskanal;2009;0;8. Conics, Parametric Curves, and Polar Curves;
9;wiskanal;2009;0;9. Sequences, Series, and Power;
10;wiskanal;2009;0;10. Vectors and Coordinate Geometry in 3-Space;
11;wiskanal;2009;0;11. Vector Functions and Curves;
12;wiskanal;2009;0;12. Partial Differentiation;
13;wiskanal;2009;0;13. Applications of Partial Derivatives;
14;wiskanal;2009;0;14. Multiple Integration;
15;wiskanal;2009;0;15. Vector Fields;
16;wiskanal;2009;0;16. Vector Calculus;
17;wiskanal;2009;0;17. Ordinary Differential Equations Maple;
5;analyse;2010;0;Hoofdstuk 5: Integratietheorie en integratiemethodes;
4;analyse;2010;0;Hoofdstuk 4: Differentieerbaarheid van functies van meer veranderlijken;
3;analyse;2010;0;Hoofdstuk 3: Differentieerbaarheid van functies van een veranderlijke;
2;analyse;2010;0;Hoofdstuk 2: Limieten en continuiteit;
1;analyse;2010;0;Hoofdstuk 1: Getallen, functies en rijen;
6;analyse;2010;0;Hoofdstuk 6: Differentiaalvergelijkingen;
7;analyse;2010;0;Hoofdstuk 7: Oneigenlijke integralen;
8;analyse;2010;0;Hoofdstuk 8: Integralen over krommen en oppervlakken;
9;analyse;2010;0;Hoofdstuk 9: Vectorvelden, lijnintegralen en oppervlakintegralen;
10;analyse;2010;0;Hoofdstuk 10: Reeksen;
11;analyse;2010;0;Hoofdstuk 11: Extremaalproblemen bij functies van meer veranderlijken;
12;analyse;2010;0;Hoofdstuk 12: Laplacetransformatie;
0;elecnet;2010;1;Deel 1: 'DC' Gelijkspanning en stroom;
14;analyse;2010;0;Oefeningen;
15;analyse;2010;0;Maple;
16;analyse;2010;0;Allerlei;
1;algebra;2010;1;Deel 1: Lineaire algebra en matrixrekenen;
2;algebra;2010;0;Lineaire vergelijkingen;
3;algebra;2010;0;Matrixalgebra;
4;algebra;2010;0;Determinanten;
5;algebra;2010;0;Vectorruimten;
6;algebra;2010;0;Eigenwaarden en eigenvectoren;
7;algebra;2010;0;Orthogonale projectie en kleinste kwadraten;
8;algebra;2010;0;Symmetrische matrices en kwadratische vormen;
9;algebra;2010;1;Deel 2: Discrete tijdsystemen;
10;algebra;2010;0;Vergelijkingen voor discrete tijdsystemen;
11;algebra;2010;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;
12;algebra;2010;0;Frequentiedomeinanalyse van discrete tijdsystemen;
13;algebra;2010;0;Rekenen met blokdiagrammen, simulink voorbeelden;
14;algebra;2010;1;Varia;
15;algebra;2010;0;Vragen over de oefeningen van Deel 1;
16;algebra;2010;0;Vragen over de oefeningen van Deel 2;
17;algebra;2010;0;Examenvragen;
18;algebra;2010;0;Algemene vragen;
1;materiaalk;2010;0;Inleiding in de materiaalkunde en materiaalselectie (Ashby hst. 1-2-3 en 20);
2;materiaalk;2010;0;Stijfheid en dichtheid/ stijfheidsbepaald ontwerp (Ashby hst. 4 en 5);
3;materiaalk;2010;0;Plasticiteit en ductiliteit/sterktebepaald ontwerp (Ashby hst. 6 en 7);
4;materiaalk;2010;0;Fasediagrammen (aanvullingen hst. A);
5;materiaalk;2010;0;Microstructurele transformaties (aanvullingen hst B);
6;materiaalk;2010;0;Verwerkingsprocessen: autowielen (aanvullingen hst C);
7;materiaalk;2010;0;Breuk en breuktaaiheid/vermoeiing/breukbepaald ontwerp (Ashby hst. 8-10);
8;materiaalk;2010;0;Geleiders, isolatoren en dielectrica (Ashby hst. 14);
1;mech;2010;0;Vectorrekening;
2;mech;2010;0;Statica van enkelvoudige lichamen;
3;mech;2010;0;Statica van samengestelde lichamen;
4;mech;2010;0;Kinematica van een punt;
5;mech;2010;0;Kinematica van een lichaam;
6;mech;2010;0;Postulaten van Newton;
7;mech;2010;0;Impulswet;
8;mech;2010;0;Energiewet;
9;mech;2010;0;Vlakke beweging;
10;mech;2010;0;Virtuele arbeid;
1;nat;2010;0;Elektrische lading;
2;nat;2010;0;Elektrisch veld;
3;nat;2010;0;De wet van Gauss;
4;nat;2010;0;Elektrische potentiaal;
5;nat;2010;0;Capaciteiten en dielectrica;
6;nat;2010;0;Stromen in materialen;
7;nat;2010;0;Gelijkstroom ketens;
8;nat;2010;0;Het effect van magnetische velden;
9;nat;2010;0;De produktie en eigenschappen van magnetsiche velden;
10;nat;2010;0;De wet van Farraday;
11;nat;2010;0;Magnetisme en materie;
12;nat;2010;0;Inductantie en oscillaties in elektrische ketens;
13;nat;2010;0;Wisselstromen;
14;nat;2010;0;Maxwell vergelijkingen en elektromagnetische golven;
1;numwis-bur;2010;1;Deel I: Directe Methodes;
2;numwis-bur;2010;0;Hoofdstuk I: Inleiding;
3;numwis-bur;2010;0;Hoofdstuk II: Foutenanalyse;
4;numwis-bur;2010;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-bur;2010;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-bur;2010;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-bur;2010;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-bur;2010;0;Hoofdstuk VII: Differentiaalvergelijkingen;
9;numwis-bur;2010;1;Deel II: Iteratieve Methodes;
10;numwis-bur;2010;0;Hoofdstuk I: Inleiding;
11;numwis-bur;2010;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
12;numwis-bur;2010;0;Hoofdstuk III: Stelsel niet-lineaire vergelijkingen;
13;numwis-bur;2010;0;Hoofdstuk IV: Het iteratief oplossen van stelsels lineaire vergelijkingen;
14;numwis-bur;2010;0;Hoofdstuk V: Veeltermvergelijkingen;
15;numwis-bur;2010;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
16;numwis-bur;2010;0;Hoofdstuk VII: Optimisatie van een functie in een veranderlijke;
17;numwis-bur;2010;0;Hoofdstuk VIII: Optimisatie in meerdere veranderlijken;
18;numwis-bur;2010;0;Vragen over de oefeningen;
1;numwis-ind;2010;1;Deel I: Directe Methodes;
2;numwis-ind;2010;0;Hoofdstuk I: Inleiding;
3;numwis-ind;2010;0;Hoofdstuk II: Foutenanalyse;
4;numwis-ind;2010;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-ind;2010;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-ind;2010;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-ind;2010;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-ind;2010;1;Deel II: Iteratieve Methodes;
9;numwis-ind;2010;0;Hoofdstuk I: Inleiding;
10;numwis-ind;2010;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-ind;2010;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-ind;2010;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;
13;numwis-ind;2010;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-ind;2010;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-ind;2010;1;Oefeningen;
16;numwis-ind;2010;0;Vragen over de oefeningen;
1;numwis-wet;2010;1;Deel I: Directe Methodes;
2;numwis-wet;2010;0;Hoofdstuk I: Inleiding;
3;numwis-wet;2010;0;Hoofdstuk II: Foutenanalyse;
4;numwis-wet;2010;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-wet;2010;0;Hoofdstuk IVa: Veelterminterpolatie;
6;numwis-wet;2010;0;Hoofdstuk IVb: Interpolatie met behulp van splines;
7;numwis-wet;2010;0;Hoofdstuk VI: Numerieke Differentiatie;
8;numwis-wet;2010;1;Deel II: Iteratieve Methodes;
9;numwis-wet;2010;0;Hoofdstuk I: Inleiding;
10;numwis-wet;2010;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-wet;2010;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-wet;2010;0;Hoofdstuk IV: Het iteratief oplossen van stelsel niet-lineaire vergelijkingen;
13;numwis-wet;2010;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-wet;2010;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-wet;2010;1;Oefeningen;
16;numwis-wet;2010;0;Vragen over de oefeningen;
1;analyse2;2010;1;I Analytische oplossing van partiele differentiaalvergelijkingen;
2;analyse2;2010;0;1. Lineaire differentiaalvergelijkingen;
3;analyse2;2010;0;2. Fourier- en Fourier-Besselreeksen;
4;analyse2;2010;0;3. Sturm-Liouville problemen;
5;analyse2;2010;0;4. Tweede orde partiele differentiaalvergelijkingen;
6;analyse2;2010;1;II Numerieke oplossing van partiele differentiaalvergelijkingen;
7;analyse2;2010;0;5. Beginselen van de variatierekening;
8;analyse2;2010;0;6. De eindige elementenmethode;
9;analyse2;2010;1;III Oefeningen, Maple, allerlei;
10;analyse2;2010;0;Oefeningen;
11;analyse2;2010;0;Maple;
12;analyse2;2010;0;Allerlei;
1;hwis2;2010;1;Analytische methodes;
2;hwis2;2010;0;Lineaire differentiaalvergelijkingen;
3;hwis2;2010;0;Niet-lineaire differentiaalvergelijkingen;
4;hwis2;2010;0;Fourier- en Fourier-Besselreeksen;
5;hwis2;2010;0;Sturm-Liouville problemen;
6;hwis2;2010;0;Tweede orde partiele differentiaalvergelijkingen;
7;hwis2;2010;1;Numerieke methodes;
8;hwis2;2010;0;Numerieke oplossing van gewone differentiaalvergelijkingen;
9;hwis2;2010;0;Numerieke oplossing van partiele differentiaalvergelijkingen;
10;hwis2;2010;1;Oefeningen, Maple, allerlei;
11;hwis2;2010;0;Oefeningen;
12;hwis2;2010;0;Maple;
13;hwis2;2010;0;Allerlei;
1;thermo;2010;0;Algemene situering;
2;thermo;2010;0;Inleidende begrippen;
3;thermo;2010;0;Eigenschappen van zuivere fluida;
4;thermo;2010;0;De eerste hoofdwet van de thermodynamica;
5;thermo;2010;0;De tweede hoofdwet van de thermodynamica;
6;thermo;2010;0;Thermodynamisch evenwicht;
7;thermo;2010;0;Niet-reagerende complexe systemen;
8;thermo;2010;0;Systemen met veranderlijke samenstelling;
9;thermo;2010;0;Chemische reagerende systemen;
10;thermo;2010;1;Oefeningen;
11;thermo;2010;0;Oefenzitting 1;
12;thermo;2010;0;Oefenzitting 2;
13;thermo;2010;0;Oefenzitting 3;
14;thermo;2010;0;Oefenzitting 4;
15;thermo;2010;0;Oefenzitting 5;
16;thermo;2010;0;Oefenzitting 6;
1;tdalgebra;2010;0;Hoofdstuk 2: Verzamelingen, relaties en functies;
2;tdalgebra;2010;0;Hoofdstuk 3: Monoiden en groepen;
3;tdalgebra;2010;0;Hoofdstuk 4: Ringen en velden;
4;tdalgebra;2010;0;Hoofdstuk 5: Logica;
5;tdalgebra;2010;0;Hoofdstuk 6: Booleaanse algebra;
6;tdalgebra;2010;0;Bijlage A: de CD-speler;
7;tdalgebra;2010;0;Vragen over de oefeningen;
8;tdalgebra;2010;0;Examenvragen;
9;tdalgebra;2010;0;Algemene vragen;
1;ontw;2010;0;Infopunt;
2;ontw;2010;0;Strandsctructuur;
3;ontw;2010;0;Vakantiewoning;
5;ontw;2010;0;Organisatie ontwerpatelier;
6;ontw;2010;0;Caad, Sketschup;
4;ontw;2010;0;Woning;
2;Aalgebra;2010;0;1. Vectorruimten;
1;Aalgebra;2010;1;LINEAIRE ALGEBRA;
3;Aalgebra;2010;0;2. Matrixrekening;
4;Aalgebra;2010;0;3. Het oplossen van stelsels;
5;Aalgebra;2010;0;4. Eigenwaardeproblemen;
6;Aalgebra;2010;0;5. Euclidische vectorruimte;
7;Aalgebra;2010;0;6. Kwadratische vormen;
8;Aalgebra;2010;0;7. Kleinste-kwadraten-problemen;
9;Aalgebra;2010;0;8. Oefeningen;
1;elecnet;2010;0;Hoofdstuk 1: basisbegrippen;
2;elecnet;2010;0;Hoofdstuk 2: Resistieve circuits;
3;elecnet;2010;0;Hoofdstuk 3: Knooppuntsanalyse;
5;elecnet;2010;0;Hoofdstuk 5: Extra analysetechnieken;
6;elecnet;2010;1;Deel 2: Ã¢â‚¬ËœACÃ¢â‚¬â„¢ Wisselspanning en stroom;
7;elecnet;2010;0;Hoofdstuk 6: Condensatoren en spoelen;
8;elecnet;2010;0;Hoofdstuk 7: Eerste en tweede orde circuits;
9;elecnet;2010;0;Hoofdstuk 8: AC analyse in regime toestand;
10;elecnet;2010;0;Hoofdstuk 9: AC vermogen in regime toestand;
12;elecnet;2010;0;Hoofdstuk 12: AC analyse met variabele frequentie;
1;algnat;2010;0;Vloeistoffen;
2;algnat;2010;0;Trillingen;
3;algnat;2010;0;Golfbeweging;
4;algnat;2010;0;Geluid;
5;algnat;2010;0;Warmte, warmtetransport en warmtevergelijking;
6;algnat;2010;0;Lading en elektrisch veld;
7;algnat;2010;0;Elektrische potentiaal;
8;algnat;2010;0;Elektrische stroom;
9;algnat;2010;0;Magnetisme;
10;algnat;2010;0;Elektromagnetische inductie en wet van Faraday;
11;algnat;2010;0;Elektromagnetische Golven;
12;algnat;2010;0;Licht: geometrische optica;
13;algnat;2010;0;Fysische optica;
0;wiskanal;2010;0;Preliminaries;
2;wiskanal;2010;0;2. Differentiation;
1;wiskanal;2010;0;1. Limits and Continuity;
3;wiskanal;2010;0;3. Transcendental Functions;
4;wiskanal;2010;0;4. More Applications of Differentiation;
5;wiskanal;2010;0;5. Integration;
6;wiskanal;2010;0;6. Techniques of Integration;
7;wiskanal;2010;0;7. Applications of Integration;
8;wiskanal;2010;0;8. Conics, Parametric Curves, and Polar Curves;
9;wiskanal;2010;0;9. Sequences, Series, and Power;
10;wiskanal;2010;0;10. Vectors and Coordinate Geometry in 3-Space;
11;wiskanal;2010;0;11. Vector Functions and Curves;
12;wiskanal;2010;0;12. Partial Differentiation;
13;wiskanal;2010;0;13. Applications of Partial Derivatives;
14;wiskanal;2010;0;14. Multiple Integration;
15;wiskanal;2010;0;15. Vector Fields;
16;wiskanal;2010;0;16. Vector Calculus;
17;wiskanal;2010;0;17. Ordinary Differential Equations Maple;
4;elecnet;2010;0;Hoofdstuk 4: Inleiding tot operationele versterkers;
5;analyse;2011;0;Hoofdstuk 5: Integratietheorie en integratiemethodes;
4;analyse;2011;0;Hoofdstuk 4: Differentieerbaarheid van functies van meer veranderlijken;
3;analyse;2011;0;Hoofdstuk 3: Differentieerbaarheid van functies van een veranderlijke;
2;analyse;2011;0;Hoofdstuk 2: Limieten en continuiteit;
1;analyse;2011;0;Hoofdstuk 1: Getallen, functies en rijen;
6;analyse;2011;0;Hoofdstuk 6: Differentiaalvergelijkingen;
7;analyse;2011;0;Hoofdstuk 7: Oneigenlijke integralen;
8;analyse;2011;0;Hoofdstuk 8: Integralen over krommen en oppervlakken;
9;analyse;2011;0;Hoofdstuk 9: Vectorvelden, lijnintegralen en oppervlakintegralen;
10;analyse;2011;0;Hoofdstuk 10: Reeksen;
11;analyse;2011;0;Hoofdstuk 11: Extremaalproblemen bij functies van meer veranderlijken;
12;analyse;2011;0;Hoofdstuk 12: Laplacetransformatie;
0;elecnet;2011;1;Deel 1: 'DC' Gelijkspanning en stroom;
14;analyse;2011;0;Oefeningen;
15;analyse;2011;0;Maple;
16;analyse;2011;0;Allerlei;
1;algebra;2011;1;Deel 1: Lineaire algebra en matrixrekenen;
2;algebra;2011;0;Lineaire vergelijkingen;
3;algebra;2011;0;Matrixalgebra;
4;algebra;2011;0;Determinanten;
5;algebra;2011;0;Vectorruimten;
6;algebra;2011;0;Eigenwaarden en eigenvectoren;
7;algebra;2011;0;Orthogonale projectie en kleinste kwadraten;
8;algebra;2011;0;Symmetrische matrices en kwadratische vormen;
9;algebra;2011;1;Deel 2: Discrete tijdsystemen;
10;algebra;2011;0;Vergelijkingen voor discrete tijdsystemen;
11;algebra;2011;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;
12;algebra;2011;0;Frequentiedomeinanalyse van discrete tijdsystemen;
13;algebra;2011;0;Rekenen met blokdiagrammen, simulink voorbeelden;
14;algebra;2011;1;Varia;
15;algebra;2011;0;Vragen over de oefeningen van Deel 1;
16;algebra;2011;0;Vragen over de oefeningen van Deel 2;
17;algebra;2011;0;Examenvragen;
18;algebra;2011;0;Algemene vragen;
1;materiaalk;2011;0;Inleiding in de materiaalkunde en materiaalselectie (Ashby hst. 1-2-3 en 20);
2;materiaalk;2011;0;Stijfheid en dichtheid/ stijfheidsbepaald ontwerp (Ashby hst. 4 en 5);
3;materiaalk;2011;0;Plasticiteit en ductiliteit/sterktebepaald ontwerp (Ashby hst. 6 en 7);
4;materiaalk;2011;0;Fasediagrammen (aanvullingen hst. A);
5;materiaalk;2011;0;Microstructurele transformaties (aanvullingen hst B);
6;materiaalk;2011;0;Verwerkingsprocessen: autowielen (aanvullingen hst C);
7;materiaalk;2011;0;Breuk en breuktaaiheid/vermoeiing/breukbepaald ontwerp (Ashby hst. 8-10);
8;materiaalk;2011;0;Geleiders, isolatoren en dielectrica (Ashby hst. 14);
1;mech;2011;0;Vectorrekening;
2;mech;2011;0;Statica van enkelvoudige lichamen;
3;mech;2011;0;Statica van samengestelde lichamen;
4;mech;2011;0;Kinematica van een punt;
5;mech;2011;0;Kinematica van een lichaam;
6;mech;2011;0;Postulaten van Newton;
7;mech;2011;0;Impulswet;
8;mech;2011;0;Energiewet;
9;mech;2011;0;Vlakke beweging;
10;mech;2011;0;Virtuele arbeid;
1;nat;2011;0;Elektrische lading;
2;nat;2011;0;Elektrisch veld;
3;nat;2011;0;De wet van Gauss;
4;nat;2011;0;Elektrische potentiaal;
5;nat;2011;0;Capaciteiten en dielectrica;
6;nat;2011;0;Stromen in materialen;
7;nat;2011;0;Gelijkstroom ketens;
8;nat;2011;0;Het effect van magnetische velden;
9;nat;2011;0;De produktie en eigenschappen van magnetsiche velden;
10;nat;2011;0;De wet van Farraday;
11;nat;2011;0;Magnetisme en materie;
12;nat;2011;0;Inductantie en oscillaties in elektrische ketens;
13;nat;2011;0;Wisselstromen;
14;nat;2011;0;Maxwell vergelijkingen en elektromagnetische golven;
1;numwis-bur;2011;1;Deel I: Directe Methodes;
2;numwis-bur;2011;0;Hoofdstuk I: Inleiding;
3;numwis-bur;2011;0;Hoofdstuk II: Foutenanalyse;
4;numwis-bur;2011;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-bur;2011;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-bur;2011;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-bur;2011;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-bur;2011;0;Hoofdstuk VII: Differentiaalvergelijkingen;
9;numwis-bur;2011;1;Deel II: Iteratieve Methodes;
10;numwis-bur;2011;0;Hoofdstuk I: Inleiding;
11;numwis-bur;2011;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
12;numwis-bur;2011;0;Hoofdstuk III: Stelsel niet-lineaire vergelijkingen;
13;numwis-bur;2011;0;Hoofdstuk IV: Het iteratief oplossen van stelsels lineaire vergelijkingen;
14;numwis-bur;2011;0;Hoofdstuk V: Veeltermvergelijkingen;
15;numwis-bur;2011;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
16;numwis-bur;2011;0;Hoofdstuk VII: Optimisatie van een functie in een veranderlijke;
17;numwis-bur;2011;0;Hoofdstuk VIII: Optimisatie in meerdere veranderlijken;
18;numwis-bur;2011;0;Vragen over de oefeningen;
1;numwis-ind;2011;1;Deel I: Directe Methodes;
2;numwis-ind;2011;0;Hoofdstuk I: Inleiding;
3;numwis-ind;2011;0;Hoofdstuk II: Foutenanalyse;
4;numwis-ind;2011;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-ind;2011;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-ind;2011;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-ind;2011;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-ind;2011;1;Deel II: Iteratieve Methodes;
9;numwis-ind;2011;0;Hoofdstuk I: Inleiding;
10;numwis-ind;2011;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-ind;2011;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-ind;2011;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;
13;numwis-ind;2011;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-ind;2011;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-ind;2011;1;Oefeningen;
16;numwis-ind;2011;0;Vragen over de oefeningen;
1;numwis-wet;2011;1;Deel I: Directe Methodes;
2;numwis-wet;2011;0;Hoofdstuk I: Inleiding;
3;numwis-wet;2011;0;Hoofdstuk II: Foutenanalyse;
4;numwis-wet;2011;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-wet;2011;0;Hoofdstuk IVa: Veelterminterpolatie;
6;numwis-wet;2011;0;Hoofdstuk IVb: Interpolatie met behulp van splines;
7;numwis-wet;2011;0;Hoofdstuk VI: Numerieke Differentiatie;
8;numwis-wet;2011;1;Deel II: Iteratieve Methodes;
9;numwis-wet;2011;0;Hoofdstuk I: Inleiding;
10;numwis-wet;2011;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-wet;2011;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-wet;2011;0;Hoofdstuk IV: Het iteratief oplossen van stelsel niet-lineaire vergelijkingen;
13;numwis-wet;2011;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-wet;2011;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-wet;2011;1;Oefeningen;
16;numwis-wet;2011;0;Vragen over de oefeningen;
1;analyse2;2011;1;I Analytische oplossing van partiele differentiaalvergelijkingen;
2;analyse2;2011;0;1. Lineaire differentiaalvergelijkingen;
3;analyse2;2011;0;2. Fourier- en Fourier-Besselreeksen;
4;analyse2;2011;0;3. Sturm-Liouville problemen;
5;analyse2;2011;0;4. Tweede orde partiele differentiaalvergelijkingen;
6;analyse2;2011;1;II Numerieke oplossing van partiele differentiaalvergelijkingen;
7;analyse2;2011;0;5. Beginselen van de variatierekening;
8;analyse2;2011;0;6. De eindige elementenmethode;
9;analyse2;2011;1;III Oefeningen, Maple, allerlei;
10;analyse2;2011;0;Oefeningen;
11;analyse2;2011;0;Maple;
12;analyse2;2011;0;Allerlei;
1;hwis2;2011;1;Analytische methodes;
2;hwis2;2011;0;Lineaire differentiaalvergelijkingen;
3;hwis2;2011;0;Niet-lineaire differentiaalvergelijkingen;
4;hwis2;2011;0;Fourier- en Fourier-Besselreeksen;
5;hwis2;2011;0;Sturm-Liouville problemen;
6;hwis2;2011;0;Tweede orde partiele differentiaalvergelijkingen;
7;hwis2;2011;1;Numerieke methodes;
8;hwis2;2011;0;Numerieke oplossing van gewone differentiaalvergelijkingen;
9;hwis2;2011;0;Numerieke oplossing van partiele differentiaalvergelijkingen;
10;hwis2;2011;1;Oefeningen, Maple, allerlei;
11;hwis2;2011;0;Oefeningen;
12;hwis2;2011;0;Maple;
13;hwis2;2011;0;Allerlei;
1;thermo;2011;0;Algemene situering;
2;thermo;2011;0;Inleidende begrippen;
3;thermo;2011;0;Eigenschappen van zuivere fluida;
4;thermo;2011;0;De eerste hoofdwet van de thermodynamica;
5;thermo;2011;0;De tweede hoofdwet van de thermodynamica;
6;thermo;2011;0;Thermodynamisch evenwicht;
7;thermo;2011;0;Niet-reagerende complexe systemen;
8;thermo;2011;0;Systemen met veranderlijke samenstelling;
9;thermo;2011;0;Chemische reagerende systemen;
10;thermo;2011;1;Oefeningen;
11;thermo;2011;0;Oefenzitting 1;
12;thermo;2011;0;Oefenzitting 2;
13;thermo;2011;0;Oefenzitting 3;
14;thermo;2011;0;Oefenzitting 4;
15;thermo;2011;0;Oefenzitting 5;
16;thermo;2011;0;Oefenzitting 6;
1;tdalgebra;2011;0;Hoofdstuk 2: Verzamelingen, relaties en functies;
2;tdalgebra;2011;0;Hoofdstuk 3: Monoiden en groepen;
3;tdalgebra;2011;0;Hoofdstuk 4: Ringen en velden;
4;tdalgebra;2011;0;Hoofdstuk 5: Logica;
5;tdalgebra;2011;0;Hoofdstuk 6: Booleaanse algebra;
6;tdalgebra;2011;0;Bijlage A: de CD-speler;
7;tdalgebra;2011;0;Vragen over de oefeningen;
8;tdalgebra;2011;0;Examenvragen;
9;tdalgebra;2011;0;Algemene vragen;
1;ontw;2011;0;Infopunt;
2;ontw;2011;0;Strandsctructuur;
3;ontw;2011;0;Vakantiewoning;
5;ontw;2011;0;Organisatie ontwerpatelier;
6;ontw;2011;0;Caad, Sketschup;
4;ontw;2011;0;Woning;
2;Aalgebra;2011;0;1. Vectorruimten;
1;Aalgebra;2011;1;LINEAIRE ALGEBRA;
3;Aalgebra;2011;0;2. Matrixrekening;
4;Aalgebra;2011;0;3. Het oplossen van stelsels;
5;Aalgebra;2011;0;4. Eigenwaardeproblemen;
6;Aalgebra;2011;0;5. Euclidische vectorruimte;
7;Aalgebra;2011;0;6. Kwadratische vormen;
8;Aalgebra;2011;0;7. Kleinste-kwadraten-problemen;
9;Aalgebra;2011;0;8. Oefeningen;
1;elecnet;2011;0;Hoofdstuk 1: basisbegrippen;
2;elecnet;2011;0;Hoofdstuk 2: Resistieve circuits;
3;elecnet;2011;0;Hoofdstuk 3: Knooppuntsanalyse;
5;elecnet;2011;0;Hoofdstuk 5: Extra analysetechnieken;
6;elecnet;2011;1;Deel 2: Ã¢â‚¬ËœACÃ¢â‚¬â„¢ Wisselspanning en stroom;
7;elecnet;2011;0;Hoofdstuk 6: Condensatoren en spoelen;
8;elecnet;2011;0;Hoofdstuk 7: Eerste en tweede orde circuits;
9;elecnet;2011;0;Hoofdstuk 8: AC analyse in regime toestand;
10;elecnet;2011;0;Hoofdstuk 9: AC vermogen in regime toestand;
12;elecnet;2011;0;Hoofdstuk 12: AC analyse met variabele frequentie;
1;algnat;2011;0;Vloeistoffen;
2;algnat;2011;0;Trillingen;
3;algnat;2011;0;Golfbeweging;
4;algnat;2011;0;Geluid;
5;algnat;2011;0;Warmte, warmtetransport en warmtevergelijking;
6;algnat;2011;0;Lading en elektrisch veld;
7;algnat;2011;0;Elektrische potentiaal;
8;algnat;2011;0;Elektrische stroom;
9;algnat;2011;0;Magnetisme;
10;algnat;2011;0;Elektromagnetische inductie en wet van Faraday;
11;algnat;2011;0;Elektromagnetische Golven;
12;algnat;2011;0;Licht: geometrische optica;
13;algnat;2011;0;Fysische optica;
0;wiskanal;2011;0;Preliminaries;
2;wiskanal;2011;0;2. Differentiation;
1;wiskanal;2011;0;1. Limits and Continuity;
3;wiskanal;2011;0;3. Transcendental Functions;
4;wiskanal;2011;0;4. More Applications of Differentiation;
5;wiskanal;2011;0;5. Integration;
